DAY TN TX
19010101 -1.7 2.3
19010102 0.6 2.6
19010103 -3.6 3.4
19010104 -6.2 -0.7
19010105 -8.8 -2.3
19010106 -11.4 -5.9
19010107 -9.9 -3.6
19010108 -9.4 0.3
19010109 -1.4 6.2
19010110 1.9 8.9
19010111 -0.1 8.1
19010112 -3.5 3.5
19010113 -6 1.8
19010114 -4 4.5
19010115 -4.8 4
19010116 -1.5 5.7
19010117 2.2 6
19010118 -1.1 6.3
19010119 2.6 6.9
19010120 4.1 7.2
19010121 6.1 8.7
19010122 6.3 7.8
19010123 2.1 8.1
19010124 -0.3 5.5
19010125 4.2 7.2
19010126 1.3 6.6
19010127 1.6 9.7
19010128 -0.2 4.6
19010129 -2 2.6
19010130 -2 2.1
19010131 -0.5 1.3
19010201 -0.6 1.3
19010202 -1 0.7
19010203 -0.9 3.7
19010204 -1.6 0.5
19010205 -1.4 2.3
19010206 -3.5 -0.8
19010207 -6.9 1.3
19010208 -7.9 0.9
19010209 -1.2 1.1
19010210 -0.2 3.9
19010211 -5 2.3
19010212 -5.8 1.9
19010213 -10.2 -2.1
19010214 -14.9 -5.8
19010215 -10.7 -4.3
19010216 -9.3 1.7
19010217 -2.4 1.2
19010218 -8 -1.1
19010219 -3.7 0.2
19010220 -9.3 -2.7
19010221 -13.1 -0.6
19010222 -8.5 2.3
19010223 -2.5 2.1
19010224 -2.7 2.3
19010225 1.5 4.1
19010226 1.4 5.8
19010227 3 8.1
19010228 4.4 8.1
19010301 3.8 7.9
19010302 3.5 9.6
19010303 4 9
19010304 2.1 7.2
19010305 2.8 9.4
19010306 2.2 7.2
19010307 2.6 5.8
19010308 2.8 7.4
19010309 1.4 4.2
19010310 1.5 3.1
19010311 0.2 2
19010312 2.3 6.6
19010313 1.6 5.5
19010314 0.7 9.9
19010315 1.4 10.9
19010316 5.5 8
19010317 4.7 11.9
19010318 1.7 4.7
19010319 0.3 5.9
19010320 2.4 5.3
19010321 -0.9 5.7
19010322 -2.1 4.3
19010323 -1.7 4.4
19010324 -1.5 6.9
19010325 -2.9 1.5
19010326 -6.2 3.3
19010327 -3.7 2.6
19010328 -6 1.5
19010329 -6 3.9
19010330 -0.1 9.4
19010331 6.1 9.3
19010401 3.6 10.9
19010402 1.2 13.5
19010403 9.2 14.4
19010404 4 12
19010405 1.1 7.2
19010406 1.1 11.8
19010407 9.2 14.8
19010408 9.8 14.9
19010409 7.6 13
19010410 6.4 12
19010411 6.3 11
19010412 4.3 8
19010413 2.4 7.8
19010414 3.7 9.2
19010415 1.3 8.9
19010416 1.6 7.3
19010417 2.6 8.2
19010418 1.2 12
19010419 3.7 15.5
19010420 6.5 19.4
19010421 10.2 21.6
19010422 10.8 23
19010423 10 21.1
19010424 8.4 15.9
19010425 7.4 19.2
19010426 1.8 9.4
19010427 1.9 12.3
19010428 4 9.3
19010429 1.4 15.4
19010430 6 13.3
19010501 7.3 15.4
19010502 4.9 18.3
19010503 9.7 18.2
19010504 6.7 17.3
19010505 5.4 13.7
19010506 3.6 12.6
19010507 5.9 12.6
19010508 5.4 11.5
19010509 5.1 12.1
19010510 6.3 14.1
19010511 2.3 15.6
19010512 5.2 16
19010513 8.6 21.3
19010514 8.3 22.2
19010515 7.3 19.4
19010516 7.4 9.5
19010517 5.3 13.2
19010518 4.2 12
19010519 1.5 17.3
19010520 7.1 16.7
19010521 5.2 20.3
19010522 7.3 20.6
19010523 6.9 19.2
19010524 6 20.2
19010525 8.6 19.3
19010526 10.3 21.6
19010527 7.3 22
19010528 12.2 24.3
19010529 12.3 26.9
19010530 14.4 24.8
19010531 15.2 25.1
19010601 14.9 27.1
19010602 13.3 22.3
19010603 11.6 21.8
19010604 10 22
19010605 10.9 24.6
19010606 11.9 23.2
19010607 9.9 19.2
19010608 7 20.6
19010609 9.2 23.3
19010610 10.4 22.6
19010611 9 17.5
19010612 8.1 15.6
19010613 7.1 14.8
19010614 9.4 14.1
19010615 6.3 16.3
19010616 5.3 16.2
19010617 7.3 13.5
19010618 6.3 12.4
19010619 7.2 19
19010620 11.3 20.8
19010621 14.8 25
19010622 18.7 27.2
19010623 12 23.2
19010624 9.7 19.8
19010625 9.1 19.8
19010626 7.8 19.6
19010627 11.1 21
19010628 10.3 24.2
19010629 12.2 26.4
19010630 12.7 22.3
19010701 14.7 19.2
19010702 11.9 21.4
19010703 10.2 22.2
19010704 13.5 24.1
19010705 11.2 23.5
19010706 13.4 22.2
19010707 12.5 19.3
19010708 10.9 20.4
19010709 10.8 25.3
19010710 13.8 27.2
19010711 14.4 28.5
19010712 16 30.7
19010713 17 30.9
19010714 16.3 23.3
19010715 14.2 22.3
19010716 12.6 26.2
19010717 15.1 28
19010718 14.2 28.9
19010719 16.6 27.3
19010720 13.4 26.7
19010721 14.2 28
19010722 14.1 22.9
19010723 11.9 23.3
19010724 10.9 21.6
19010725 12 19.2
19010726 11.4 20.3
19010727 13 18.5
19010728 12.2 21.9
19010729 12.1 24.5
19010730 12.3 25.8
19010731 15.8 25.1
19010801 15.7 19.3
19010802 14.7 22.5
19010803 12.8 21.9
19010804 12.2 24.7
19010805 13.4 20.3
19010806 13 17
19010807 14.2 19.5
19010808 12.9 19.3
19010809 11.6 26.8
19010810 18.5 27.3
19010811 17 23.2
19010812 12.8 22.3
19010813 11 22.1
19010814 12.2 26.2
19010815 14.4 19.1
19010816 12.2 19.6
19010817 10.4 21.2
19010818 14.2 25.4
19010819 14.2 26.3
19010820 12.4 20.4
19010821 9.4 20.7
19010822 11.2 20.3
19010823 10.4 23.9
19010824 12.1 23.2
19010825 10.7 24.4
19010826 11.1 18.6
19010827 9.8 16.9
19010828 9.4 15
19010829 9.9 15.3
19010830 8.7 19.5
19010831 11.6 20.5
19010901 8.2 17
19010902 8.9 16.6
19010903 7.4 17.9
19010904 8.1 17.3
19010905 6.4 16.3
19010906 5.6 16.6
19010907 8.2 18.4
19010908 10.2 20.3
19010909 17.1 22.9
19010910 13.3 20.8
19010911 10.7 18
19010912 9.5 17.5
19010913 9.7 18.6
19010914 11.9 12.8
19010915 11.5 12.8
19010916 10 16.5
19010917 10.6 15
19010918 8.3 15.2
19010919 6.3 16.9
19010920 9.9 20.2
19010921 16.3 23.9
19010922 13.9 20.9
19010923 14.9 21.9
19010924 13.4 14.7
19010925 13.7 16.6
19010926 13.5 18.3
19010927 9.7 18.5
19010928 7.9 20.9
19010929 12.4 23.2
19010930 12.1 21.1
19011001 12.8 22.6
19011002 14.3 17.7
19011003 11.4 18.6
19011004 10.4 14.7
19011005 9.9 15.5
19011006 6.8 12
19011007 4.9 10.9
19011008 5.2 11.8
19011009 7.5 13.8
19011010 5.8 13.5
19011011 6.3 14.5
19011012 6.4 13.1
19011013 4.4 10.9
19011014 4.2 13.8
19011015 6.1 14.2
19011016 8.3 15.9
19011017 9.6 15.8
19011018 10.2 15.6
19011019 9.5 15.6
19011020 7.7 13
19011021 7.9 9.4
19011022 4.2 11.4
19011023 4.6 10.5
19011024 7.3 11.8
19011025 7.8 11.9
19011026 3.4 11.6
19011027 1.5 11.3
19011028 3.4 12.1
19011029 3.7 12.8
19011030 6.4 9.3
19011031 2.7 10.3
19011101 1.4 10.3
19011102 0.3 11.1
19011103 1.3 11.5
19011104 -2.7 7.3
19011105 -1.3 9.1
19011106 0.5 9
19011107 0.5 4.8
19011108 4.9 6.4
19011109 5.5 8.5
19011110 5.8 8.6
19011111 7.2 11
19011112 4.5 7.6
19011113 6.3 8.1
19011114 1.7 6.4
19011115 -0.8 5.5
19011116 -2.4 4.5
19011117 -3.3 4.3
19011118 -1.1 5.6
19011119 5.7 9.4
19011120 8.7 10.5
19011121 7.8 11.8
19011122 1.4 8.8
19011123 -1.6 2.8
19011124 -4.6 2
19011125 -0.7 4.1
19011126 -0.3 6.1
19011127 -2 3.3
19011128 -1.7 7.2
19011129 1.7 6.8
19011130 2 8.1
19011201 4.8 6.5
19011202 6.1 8
19011203 3.8 7.5
19011204 -1.3 5.3
19011205 -5.1 -1.1
19011206 -5.9 0.7
19011207 0.9 8.5
19011208 8.6 10
19011209 2.9 8
19011210 0.8 4.5
19011211 0.3 3.9
19011212 -0.2 3.6
19011213 2.7 6.5
19011214 1.2 3.1
19011215 -2.9 1.6
19011216 -4.9 -0.2
19011217 -7.6 0.3
19011218 -4.5 0.6
19011219 -1.9 2.2
19011220 -0.3 1.2
19011221 0.1 1.5
19011222 -0.8 0.8
19011223 -2.3 2.2
19011224 -0.5 8.5
19011225 2.9 8.9
19011226 3.3 4.8
19011227 1.6 3
19011228 0.2 3.5
19011229 3.9 8.4
19011230 6.3 11.5
19011231 8.8 12.6
19020101 7.8 9.3
19020102 7.5 10
19020103 6.3 8.7
19020104 5.8 9
19020105 2.3 6.5
19020106 1.1 7.5
19020107 5.8 7.1
19020108 0.5 5.3
19020109 -0.7 4.5
19020110 3.9 7.2
19020111 4.4 7.9
19020112 4.4 7.8
19020113 2 5.2
19020114 -0.9 3.2
19020115 -0.3 3
19020116 2 5.9
19020117 4.3 6.3
19020118 1.9 5.3
19020119 0.9 4.3
19020120 0.5 5.4
19020121 5.4 8.4
19020122 6.9 7.6
19020123 5.2 7
19020124 1.3 6.1
19020125 0 3.8
19020126 -1.9 1.2
19020127 0 4.4
19020128 1.3 7
19020129 -0.8 3.7
19020130 -2.6 2.5
19020131 -2.1 1.9
19020201 -4 -0.2
19020202 -3.9 0.1
19020203 -2.7 2.8
19020204 -0.7 0.5
19020205 -1.1 2.9
19020206 -1.7 3.7
19020207 -0.6 3.9
19020208 -1.2 2.7
19020209 -1.2 3.2
19020210 -1.9 3.1
19020211 -5.3 0.8
19020212 -6.9 3.2
19020213 -9.6 -0.2
19020214 -10 -3
19020215 -7.9 -0.9
19020216 -11.5 -1.6
19020217 -9.9 2
19020218 -1.7 1.1
19020219 -1 2
19020220 -0.6 3.5
19020221 -0.2 7.6
19020222 -2.2 4.9
19020223 1.6 6.8
19020224 4.5 10.6
19020225 0.2 9.2
19020226 -1.7 8.3
19020227 4 9.4
19020228 6 10.9
19020301 2.9 10.7
19020302 0.6 7.9
19020303 -0.1 12.7
19020304 -1.3 11.8
19020305 -0.1 12.3
19020306 2.4 13.9
19020307 2.6 10.2
19020308 2.2 6
19020309 3.9 8.7
19020310 0.2 7.3
19020311 -1 6.8
19020312 2.9 9.2
19020313 0 12.7
19020314 2 13.5
19020315 3.6 8.7
19020316 2.2 7.1
19020317 0.4 9.1
19020318 7.5 12.3
19020319 6.8 13.6
19020320 5.2 10.8
19020321 5.2 7.9
19020322 3 10.8
19020323 1.4 8.8
19020324 2.3 9.5
19020325 2.9 5.1
19020326 -0.3 8.1
19020327 2.6 12.9
19020328 5.4 10.2
19020329 4.4 9.5
19020330 2.5 8.7
19020331 1.4 9
19020401 6.8 11.4
19020402 3.3 10.4
19020403 2 9.7
19020404 3.2 10.2
19020405 4.1 10.2
19020406 2.6 7.5
19020407 0.8 7.4
19020408 2.2 7.6
19020409 -0.1 9.8
19020410 0.6 11.2
19020411 4.8 8
19020412 6.3 16.8
19020413 5.3 14
19020414 3.2 13.1
19020415 8.6 19.8
19020416 9 13.5
19020417 7.3 12.2
19020418 4.2 15.4
19020419 8.9 20.1
19020420 10.3 17.1
19020421 9.7 17
19020422 9.8 18.5
19020423 8.4 14.6
19020424 6.2 16.2
19020425 6.6 16.5
19020426 6.4 14.1
19020427 3.9 14.1
19020428 0.6 11.4
19020429 0.2 11.1
19020430 1.1 12.4
19020501 3 10.6
19020502 1.4 12.9
19020503 5.3 13.8
19020504 3.4 11.3
19020505 1.3 9.9
19020506 1 7.7
19020507 -0.2 10
19020508 3.3 10.2
19020509 3.2 10
19020510 2 11.1
19020511 3.8 11.3
19020512 1.6 9.8
19020513 1.8 9.3
19020514 0.9 9.9
19020515 0.2 11.2
19020516 8.1 12.7
19020517 7.1 13.8
19020518 4.7 10.6
19020519 3.7 9.7
19020520 4.3 7.2
19020521 5.7 11.5
19020522 3.5 12.3
19020523 6.2 13.5
19020524 9.3 15.6
19020525 6.7 16.3
19020526 4.8 16
19020527 6.5 19.2
19020528 9.6 23.2
19020529 10 19.6
19020530 11 23.8
19020531 15.2 24.1
19020601 14 24.5
19020602 10.5 18.8
19020603 11.5 28.1
19020604 12.2 18.8
19020605 8.6 17.7
19020606 8.9 17.2
19020607 8.8 15.1
19020608 7.8 12.3
19020609 7.6 14.1
19020610 4.4 13.1
19020611 2.6 15.4
19020612 6.6 19.6
19020613 9.3 16.5
19020614 7.4 13.6
19020615 5.4 14.3
19020616 7.9 14.9
19020617 7.3 17.3
19020618 6.7 18
19020619 8.8 22
19020620 11.5 20
19020621 11 19.5
19020622 10.4 20.8
19020623 13.9 23.5
19020624 12.1 22.6
19020625 11 21.9
19020626 11.1 23.4
19020627 12.7 25.3
19020628 14.9 28.2
19020629 17.1 25.2
19020630 14.5 27.6
19020701 14.3 21.6
19020702 10.3 16.8
19020703 6.3 16.5
19020704 9.4 22
19020705 12.8 21.9
19020706 11.6 23.5
19020707 11.5 26
19020708 14.9 24.2
19020709 14.1 26.4
19020710 9.2 17.8
19020711 7.1 13.7
19020712 4.9 18.7
19020713 9.5 22.2
19020714 12.9 27.2
19020715 14.6 27
19020716 14.9 25
19020717 10.4 22.3
19020718 9.7 20.1
19020719 7.5 15.8
19020720 10.1 14.1
19020721 7 16.8
19020722 10.4 14.8
19020723 10.8 17.2
19020724 9.7 19.9
19020725 10 19.3
19020726 15.3 25.1
19020727 12 20.3
19020728 10.2 19
19020729 11.2 18.5
19020730 10.7 19.9
19020731 10.2 15.2
19020801 8 18.1
19020802 10.9 18.7
19020803 9.4 18.8
19020804 10.9 16.1
19020805 12.8 17.6
19020806 13.3 23.3
19020807 13.2 21.1
19020808 12.7 20.7
19020809 10.5 16.6
19020810 10.7 17
19020811 7.3 15
19020812 8.3 15.2
19020813 7.4 17.5
19020814 11.1 20.3
19020815 10 20.4
19020816 11.7 24.4
19020817 14.4 19.3
19020818 13.6 21.4
19020819 16.1 20.7
19020820 12.1 19.3
19020821 10.4 18.4
19020822 10.4 20.3
19020823 11.4 22.2
19020824 14 18.3
19020825 11.9 18.8
19020826 10 17.1
19020827 11.7 18.1
19020828 10.1 22.3
19020829 12.6 25.3
19020830 14.2 17.8
19020831 14.5 17.1
19020901 15.8 22.3
19020902 14.9 23.2
19020903 15.6 24.8
19020904 13.9 20.5
19020905 13.2 16.6
19020906 10.9 18.6
19020907 9.4 19.5
19020908 9.4 19.8
19020909 11 19.7
19020910 12.1 22.4
19020911 12.4 19.5
19020912 9.4 17
19020913 6.1 12.2
19020914 5.5 12.7
19020915 11.3 16.5
19020916 10.9 13.9
19020917 8.6 15.3
19020918 5.9 14.6
19020919 4.8 16.1
19020920 6.3 15.6
19020921 5.1 17.9
19020922 9.2 20.3
19020923 8.2 20
19020924 12.8 17
19020925 12.9 15.4
19020926 10.9 13
19020927 9.3 15.1
19020928 7.2 15.2
19020929 3.7 12.1
19020930 4.6 9.7
19021001 8 9.6
19021002 3.9 8
19021003 1.4 5
19021004 0.3 7.3
19021005 3.3 7.5
19021006 6.5 9.2
19021007 5.6 14.1
19021008 3 15.3
19021009 5.8 15.4
19021010 12.3 17.6
19021011 10.8 17
19021012 8.7 11.9
19021013 6.4 13.6
19021014 8.8 11.4
19021015 8 12.3
19021016 7.7 12.7
19021017 4.5 10.1
19021018 5.4 8.4
19021019 5.4 12.3
19021020 7.9 12.5
19021021 6.8 12.2
19021022 4.7 11.3
19021023 5.9 12.3
19021024 4.7 13.2
19021025 4.6 13.5
19021026 4.7 8.8
19021027 7 10.6
19021028 3.6 9.9
19021029 3.6 8.8
19021030 3.2 7.3
19021031 3 10.3
19021101 3.9 8.3
19021102 4.8 11.8
19021103 3.4 9.4
19021104 4.7 9.6
19021105 5.5 12.3
19021106 8.7 16
19021107 8.9 16.1
19021108 7.1 11.2
19021109 5.9 11.2
19021110 6.8 10.8
19021111 5.5 11.3
19021112 9.6 12.3
19021113 4.4 9.3
19021114 2.9 5.8
19021115 -0.1 5.7
19021116 -2.3 4.1
19021117 -3.6 1.6
19021118 -6.2 -1.6
19021119 -7.5 -1.7
19021120 -5.8 0
19021121 -8.7 -1
19021122 -7.4 2.1
19021123 -5.8 1
19021124 1 5.5
19021125 5.8 9.7
19021126 1.8 10.8
19021127 1.4 5.9
19021128 5.8 8.1
19021129 3.4 8.1
19021130 6.2 7.4
19021201 5.8 7.9
19021202 4.1 7.8
19021203 -7.5 3.9
19021204 -7.5 -2.6
19021205 -10.1 -4.1
19021206 -11.9 -6
19021207 -10.3 -1.7
19021208 -7.9 -4.2
19021209 -6.6 -1.2
19021210 -4.8 0.3
19021211 -8.3 0.5
19021212 -6.4 1.7
19021213 -0.7 7.2
19021214 2.9 7.2
19021215 1.5 5.1
19021216 1.2 7.9
19021217 6.8 10.7
19021218 4.4 10.4
19021219 1.8 6.1
19021220 2.4 7
19021221 5.6 7.4
19021222 0.5 5.1
19021223 -3.6 4.8
19021224 -5.6 3.2
19021225 0.3 5.6
19021226 4.6 7.8
19021227 6.8 9
19021228 4.1 7.7
19021229 2.5 6.7
19021230 0.4 3.4
19021231 0.6 2.8
19030101 0.7 3
19030102 2.8 9.8
19030103 5.4 10.6
19030104 4.8 7.3
19030105 6.4 10.9
19030106 7.4 10.2
19030107 6.6 9.1
19030108 6.1 8.1
19030109 5.3 10.3
19030110 6.9 10.2
19030111 0.4 6.3
19030112 -5.4 0.4
19030113 -6.2 -2.7
19030114 -8.8 -4
19030115 -9.1 -1.2
19030116 -7.3 -1.2
19030117 -6.4 1.8
19030118 -3.5 2.1
19030119 0.8 3.5
19030120 0.9 3.7
19030121 -2.9 2.3
19030122 -4.4 2.9
19030123 0.5 5
19030124 -0.7 4
19030125 4.2 7.1
19030126 5.4 6.8
19030127 4.5 8.1
19030128 3.8 7.5
19030129 2.8 8.5
19030130 5.3 6.9
19030131 1 5.4
19030201 1 5.7
19030202 -0.6 4.9
19030203 -0.3 4.6
19030204 4.9 7.3
19030205 2.8 5.5
19030206 0.5 10.1
19030207 1.6 7.5
19030208 7 9.5
19030209 8.2 9.2
19030210 6.8 9.8
19030211 5.4 7.4
19030212 3.4 7
19030213 1.4 4.8
19030214 1.6 6.4
19030215 2.3 6.6
19030216 -0.7 5
19030217 -3.3 4.3
19030218 -2.9 6.1
19030219 -0.2 9.5
19030220 3.7 8.7
19030221 8.3 13.7
19030222 5.9 11.9
19030223 3.2 11.2
19030224 0.7 8.1
19030225 4.3 10.5
19030226 3.7 9.4
19030227 4.6 10.7
19030228 2.8 12
19030301 1.8 8.7
19030302 2.2 7.2
19030303 3.2 9.7
19030304 1.7 9
19030305 5.3 12.2
19030306 3 8.5
19030307 1.4 8.6
19030308 0.1 6.7
19030309 -2 7
19030310 -2.7 8.8
19030311 0.2 9.5
19030312 1.2 11
19030313 2.3 12.5
19030314 3.6 13.9
19030315 5.3 13.6
19030316 3.8 10.1
19030317 0.3 10.7
19030318 3.6 8.6
19030319 3 9.5
19030320 6.1 11.4
19030321 6.8 14.1
19030322 7.8 17
19030323 8.7 18
19030324 5.7 13
19030325 5.5 20.4
19030326 7.8 14.4
19030327 5.8 17.3
19030328 5.8 11.6
19030329 5.6 11.4
19030330 3.2 10.5
19030331 2.3 9.1
19030401 2.6 10.6
19030402 3.5 7.4
19030403 3.6 8.2
19030404 3.6 9.4
19030405 4.4 9.2
19030406 4.3 11.4
19030407 6 9.2
19030408 3.5 7.6
19030409 2.3 8.8
19030410 1.4 8.6
19030411 1 11.1
19030412 2.5 9.3
19030413 0.3 6.4
19030414 -0.2 7.2
19030415 0.1 4.4
19030416 -1.1 6.3
19030417 -2.7 5.5
19030418 -1.9 4.8
19030419 -1.1 7.3
19030420 -1 8.9
19030421 1.6 12.1
19030422 1.8 4.9
19030423 1.5 4.1
19030424 0.2 2.9
19030425 2.3 9.2
19030426 5.2 10.2
19030427 5.8 13.2
19030428 5.8 13
19030429 8.8 15.8
19030430 7.6 16.5
19030501 7.9 14.7
19030502 7 16
19030503 6.5 18.3
19030504 10 17
19030505 9.8 15.7
19030506 7.8 18
19030507 8.1 14.7
19030508 7.8 15.1
19030509 6.5 16.5
19030510 5.2 14.2
19030511 7 13.9
19030512 6.4 13.3
19030513 6.7 13.1
19030514 6 13
19030515 9 14.6
19030516 7.7 15
19030517 5.7 12.3
19030518 3.4 10.5
19030519 4.4 12.9
19030520 5.3 17.1
19030521 8.4 20.3
19030522 12 25
19030523 10.8 22.1
19030524 7.3 18.7
19030525 7.1 21.5
19030526 8.8 21.3
19030527 10.4 20.4
19030528 11.3 21.5
19030529 13.2 26.7
19030530 16.1 28.3
19030531 16 28
19030601 15.1 28.1
19030602 10 15
19030603 9.1 11.2
19030604 8 18
19030605 7.1 18
19030606 9.4 14.5
19030607 9.1 17
19030608 7.6 16.6
19030609 11.6 24.3
19030610 12 20.3
19030611 11.4 20
19030612 9.4 13.9
19030613 6.9 13.3
19030614 8.7 17.7
19030615 9.2 15.6
19030616 8.4 14
19030617 8.3 16
19030618 9.8 18.5
19030619 10.4 16.8
19030620 9.8 19.1
19030621 7.5 14.6
19030622 3.8 15.9
19030623 7.6 19.2
19030624 10.4 20.3
19030625 8.5 22.5
19030626 10.2 23.5
19030627 13.6 27.1
19030628 17.2 28.5
19030629 14.2 24.7
19030630 10.3 21.5
19030701 8.2 23.5
19030702 13.5 27.5
19030703 11.3 21.7
19030704 9.4 20.2
19030705 10.8 22.1
19030706 12 18.6
19030707 9 11.9
19030708 8.7 13.9
19030709 10.4 18.7
19030710 12 22.6
19030711 13.2 26.1
19030712 15 26.4
19030713 9.5 20.2
19030714 6.3 19.3
19030715 11.9 24.4
19030716 15.4 26.9
19030717 14.1 20.7
19030718 12.4 19.8
19030719 12.8 21.9
19030720 12.2 21.6
19030721 12.5 19.7
19030722 13.3 20.7
19030723 15 23.9
19030724 12 15.7
19030725 10.5 21
19030726 12.9 18.1
19030727 12 20.7
19030728 14.2 18.6
19030729 11.7 18.8
19030730 10.4 16.7
19030731 12.1 15.9
19030801 13.5 19.7
19030802 13.5 18.9
19030803 11.9 18.6
19030804 11.9 19.9
19030805 12.9 19.5
19030806 10.6 19.3
19030807 8.5 20.6
19030808 11 23.9
19030809 14.2 20.4
19030810 11.8 19.5
19030811 11 19.5
19030812 11.3 17.6
19030813 12 18
19030814 14 23
19030815 12.4 18.9
19030816 10.9 17.5
19030817 11.9 18.6
19030818 12.6 19.7
19030819 10.8 17.9
19030820 11.3 17.2
19030821 12 17.2
19030822 12.9 19.1
19030823 10.6 18.6
19030824 10.9 17.4
19030825 11.8 15.3
19030826 12.4 18.5
19030827 12.7 21.2
19030828 14.7 18.8
19030829 12.2 18.6
19030830 10 18.5
19030831 13.2 20.3
19030901 13.8 27.4
19030902 19.1 28.8
19030903 12.4 20.6
19030904 11.4 23.6
19030905 16.8 24.9
19030906 14.7 21.9
19030907 11.9 17.4
19030908 9.4 17.7
19030909 11.4 17
19030910 7.9 14.8
19030911 7.8 11.9
19030912 6.8 14.5
19030913 5.3 15.2
19030914 7.4 14.5
19030915 8 14.1
19030916 7.6 11.4
19030917 6.4 16.3
19030918 5.8 12.1
19030919 8.3 17.8
19030920 11.2 20.3
19030921 10.5 20.5
19030922 8.9 19.8
19030923 12.7 21.1
19030924 13.4 21.6
19030925 11.6 21.5
19030926 10.8 17.9
19030927 10.2 21.9
19030928 14.7 19.7
19030929 14.8 22.5
19030930 16.3 20.5
19031001 15.3 20.6
19031002 12.1 15.5
19031003 11.9 16.5
19031004 11.5 15.6
19031005 11.9 16.2
19031006 13.1 17.3
19031007 12.4 17
19031008 12.7 18
19031009 9.1 16
19031010 5.9 10.8
19031011 4.7 11.2
19031012 9.4 14.5
19031013 10.2 14.3
19031014 9.8 14.8
19031015 9 15
19031016 6.3 12
19031017 7 9.2
19031018 5.3 10.4
19031019 5.7 12.6
19031020 5.9 12.7
19031021 7.9 13.8
19031022 7.7 12.2
19031023 6.8 12.1
19031024 5.9 11.1
19031025 7 13.5
19031026 10.2 13.7
19031027 9 15
19031028 7.9 14.4
19031029 7.4 13.4
19031030 6 10.4
19031031 3.4 11.4
19031101 6.8 8.5
19031102 6.2 12.2
19031103 4.8 10.7
19031104 6 9.8
19031105 3.9 10.7
19031106 0.2 10.5
19031107 2.2 9.5
19031108 2.8 6.6
19031109 2.3 9.7
19031110 3.9 9.7
19031111 6.4 10.6
19031112 7.1 9.8
19031113 8.3 9.5
19031114 5.8 11.9
19031115 2.8 7.9
19031116 1.1 7.2
19031117 1.8 6
19031118 0.9 4.5
19031119 -0.2 4.5
19031120 -4.1 6.4
19031121 4.6 9.6
19031122 2.8 9.1
19031123 8.6 9.7
19031124 6.6 9.2
19031125 2 7
19031126 2.5 5.7
19031127 1.5 8.5
19031128 4.2 8.2
19031129 -1.3 4.1
19031130 -2.7 -1
19031201 -3.8 0.7
19031202 -6 2
19031203 -5.9 0.7
19031204 -2.4 1.2
19031205 0.1 2
19031206 -0.2 1.2
19031207 -0.7 1.8
19031208 1.6 5.3
19031209 4.2 7.7
19031210 5.5 9.2
19031211 4.6 7.3
19031212 3.3 7.2
19031213 4.9 9.5
19031214 3.5 5.6
19031215 0.8 5.1
19031216 -0.5 4.2
19031217 2.3 7
19031218 0.9 7
19031219 -1.8 0.7
19031220 -1.9 1.5
19031221 -0.9 4.4
19031222 -1.2 2.3
19031223 -4.9 0.1
19031224 -1.9 -0.3
19031225 -0.7 1.6
19031226 -1.9 1
19031227 -0.7 0.5
19031228 -4.6 0.4
19031229 -7.4 -2.9
19031230 -7.7 -3.4
19031231 -8.6 -1.6
19040101 -9.5 -3.6
19040102 -8.3 3.9
19040103 0.8 6.4
19040104 0.3 3.9
19040105 -1.2 5.7
19040106 -3.7 -1
19040107 -4 -0.2
19040108 0 1.4
19040109 0 3.5
19040110 0.4 4.3
19040111 0.3 1.5
19040112 1.1 5.7
19040113 5.3 9.9
19040114 3.2 6.6
19040115 1.7 4.9
19040116 0.5 3.8
19040117 -0.7 2.3
19040118 -0.7 2.3
19040119 -2.4 2.1
19040120 -4.7 -0.6
19040121 -4.1 -0.8
19040122 -1.1 1
19040123 -3.9 0.8
19040124 -6.6 -1.6
19040125 -3.5 -1.3
19040126 -5.1 4.1
19040127 -1.4 5.6
19040128 4.5 7
19040129 2 6.5
19040130 2.3 8.2
19040131 3.2 7.3
19040201 1.3 5.5
19040202 0.8 4.6
19040203 2.2 9.8
19040204 2.7 7.8
19040205 2.2 5.4
19040206 2.4 6.5
19040207 0.9 6.7
19040208 2.8 9.9
19040209 3.5 6.7
19040210 3.5 7.5
19040211 2.5 7.4
19040212 1.3 8.2
19040213 4.6 9.7
19040214 3.6 6.1
19040215 0.5 5
19040216 0.6 5.5
19040217 0.3 7.1
19040218 -0.1 5.3
19040219 -0.1 4.5
19040220 0.5 8.4
19040221 7.6 9.3
19040222 2.8 7.8
19040223 -2.4 4.1
19040224 -2.9 2.6
19040225 -3 1.6
19040226 -5.4 0.7
19040227 -3.6 0.6
19040228 -5.4 -0.8
19040229 -7.3 -0.5
19040301 -6.9 -0.3
19040302 -2.7 2.6
19040303 -1.8 1.8
19040304 -1.9 4.2
19040305 -1 3.2
19040306 0 3.3
19040307 3.4 12.4
19040308 4.1 14.3
19040309 4.9 11
19040310 1.6 7.4
19040311 0.2 3.9
19040312 -1.7 2.2
19040313 -2.8 5
19040314 1.6 9.5
19040315 1.1 5.4
19040316 -2.1 6.1
19040317 -2 7.5
19040318 -0.1 7.2
19040319 2.1 11.2
19040320 1.9 11.9
19040321 7 12.7
19040322 4 10.9
19040323 3.3 6.6
19040324 2.2 8.4
19040325 1.3 6.1
19040326 0.4 8.8
19040327 -1 7.1
19040328 3.2 8
19040329 5 6.7
19040330 0.4 7.3
